Member_number,min,max,count,days_active,avg_per_week,frequency_label
1983,2014-05-19,2015-08-09,16,448,0.25,Occasional
1985,2014-05-18,2015-11-26,8,558,0.1003584229390681,Occasional
1987,2014-10-29,2015-10-15,9,352,0.17897727272727273,Occasional
1988,2014-03-30,2015-09-08,6,528,0.07954545454545454,Occasional
1989,2015-09-09,2015-09-09,2,1,14.0,Daily
1990,2014-03-07,2015-08-01,6,513,0.08187134502923976,Occasional
1991,2014-03-12,2015-12-09,23,638,0.25235109717868337,Occasional
1992,2015-01-04,2015-08-28,8,237,0.23628691983122366,Occasional
1993,2014-10-12,2015-07-08,9,270,0.23333333333333334,Occasional
1994,2014-07-21,2015-10-05,14,442,0.22171945701357465,Occasional
1995,2014-06-14,2015-06-12,17,364,0.3269230769230769,Occasional
1996,2014-02-02,2015-05-10,10,463,0.1511879049676026,Occasional
1997,2014-10-30,2015-12-28,21,425,0.3458823529411765,Occasional
1998,2014-02-03,2015-05-18,27,470,0.4021276595744681,Occasional
1999,2014-04-02,2015-08-24,16,510,0.2196078431372549,Occasional
2000,2014-07-04,2015-08-23,7,416,0.11778846153846154,Occasional
2001,2014-02-05,2015-09-09,20,582,0.24054982817869416,Occasional
2002,2015-10-20,2015-10-20,7,1,49.0,Daily
2003,2014-11-30,2015-11-23,6,359,0.116991643454039,Occasional
2004,2014-05-09,2015-08-21,13,470,0.19361702127659575,Occasional
2005,2014-10-18,2015-09-22,13,340,0.2676470588235294,Occasional
2006,2014-10-26,2015-12-08,4,409,0.06845965770171149,Occasional
2007,2015-08-28,2015-11-23,6,88,0.4772727272727273,Occasional
2008,2014-03-17,2015-10-21,6,584,0.07191780821917808,Occasional
2009,2014-06-03,2015-10-11,6,496,0.0846774193548387,Occasional
2010,2014-01-06,2015-12-19,12,713,0.11781206171107994,Occasional
2011,2014-01-20,2015-12-23,18,703,0.17923186344238975,Occasional
2012,2014-08-04,2015-03-29,4,238,0.11764705882352941,Occasional
2013,2014-12-26,2015-08-30,7,248,0.1975806451612903,Occasional
2014,2014-04-21,2015-06-23,19,429,0.31002331002331,Occasional
2015,2014-08-04,2015-05-12,4,282,0.09929078014184398,Occasional
2016,2014-09-18,2015-08-15,4,332,0.08433734939759036,Occasional
2017,2014-09-23,2015-10-23,16,396,0.2828282828282828,Occasional
2018,2014-02-05,2015-08-25,13,567,0.16049382716049382,Occasional
2019,2014-06-10,2015-11-14,18,523,0.24091778202676867,Occasional
2020,2014-02-01,2015-11-19,9,657,0.0958904109589041,Occasional
2021,2015-01-12,2015-01-12,2,1,14.0,Daily
2022,2014-02-23,2015-07-22,23,515,0.312621359223301,Occasional
2023,2014-03-31,2015-08-31,7,519,0.09441233140655106,Occasional
2024,2014-05-17,2014-07-21,4,66,0.42424242424242425,Occasional
2025,2014-05-31,2014-11-13,8,167,0.33532934131736525,Occasional
2026,2014-01-07,2014-11-14,4,312,0.08974358974358974,Occasional
2027,2014-02-26,2014-10-09,5,226,0.15486725663716816,Occasional
2028,2014-05-02,2015-12-20,13,598,0.15217391304347827,Occasional
2029,2014-05-27,2015-07-08,11,408,0.18872549019607843,Occasional
2030,2014-01-29,2015-09-04,7,584,0.0839041095890411,Occasional
2031,2014-01-08,2015-02-26,14,415,0.23614457831325303,Occasional
2032,2014-02-03,2015-07-28,7,541,0.09057301293900184,Occasional
2033,2014-04-05,2015-02-14,11,316,0.24367088607594936,Occasional
2034,2014-06-28,2015-10-11,6,471,0.08917197452229299,Occasional
2035,2014-07-01,2015-12-23,11,541,0.1423290203327172,Occasional
2036,2014-02-02,2014-08-27,6,207,0.20289855072463767,Occasional
2037,2014-04-13,2015-04-19,8,372,0.15053763440860216,Occasional
2038,2014-02-04,2015-05-17,10,468,0.14957264957264957,Occasional
2039,2015-06-18,2015-09-22,4,97,0.28865979381443296,Occasional
2040,2014-04-10,2015-10-07,15,546,0.19230769230769232,Occasional
2041,2014-02-09,2015-09-24,15,593,0.17706576728499157,Occasional
2042,2014-04-17,2015-11-19,14,582,0.16838487972508592,Occasional
2043,2014-02-01,2015-04-21,16,445,0.251685393258427,Occasional
2044,2014-03-17,2015-12-16,9,640,0.0984375,Occasional
2045,2014-02-10,2015-12-07,15,666,0.15765765765765766,Occasional
2046,2015-02-28,2015-08-21,5,175,0.2,Occasional
2047,2014-01-05,2015-12-20,12,715,0.11748251748251749,Occasional
2048,2014-02-24,2015-12-16,12,661,0.12708018154311648,Occasional
2049,2014-04-02,2015-10-07,9,554,0.11371841155234658,Occasional
2050,2014-10-20,2015-06-28,4,252,0.1111111111111111,Occasional
2051,2014-01-20,2015-11-14,33,664,0.34789156626506024,Occasional
2053,2014-08-19,2015-09-21,8,399,0.14035087719298245,Occasional
2054,2014-08-06,2015-12-15,12,497,0.16901408450704225,Occasional
2055,2014-05-31,2015-11-08,17,527,0.22580645161290322,Occasional
2056,2014-05-14,2015-11-24,18,560,0.225,Occasional
2057,2014-04-16,2015-11-13,5,577,0.060658578856152515,Occasional
2058,2014-04-02,2015-06-04,12,429,0.1958041958041958,Occasional
2059,2014-02-17,2014-09-07,9,203,0.3103448275862069,Occasional
2060,2014-05-25,2015-07-26,5,428,0.08177570093457943,Occasional
2061,2015-02-12,2015-12-27,11,319,0.2413793103448276,Occasional
2062,2014-08-22,2015-09-22,8,397,0.14105793450881612,Occasional
2063,2014-05-26,2015-11-27,13,551,0.16515426497277677,Occasional
2064,2014-03-18,2015-08-21,8,522,0.10727969348659004,Occasional
2065,2014-01-28,2015-01-22,14,360,0.2722222222222222,Occasional
2066,2014-02-05,2015-05-21,12,471,0.17834394904458598,Occasional
2067,2014-04-05,2015-08-12,9,495,0.1272727272727273,Occasional
2068,2014-06-02,2015-06-07,12,371,0.22641509433962265,Occasional
2069,2014-06-10,2015-07-02,10,388,0.18041237113402062,Occasional
2070,2014-03-29,2015-12-19,24,631,0.266244057052298,Occasional
2071,2014-03-24,2015-10-14,10,570,0.12280701754385964,Occasional
2072,2014-02-18,2015-11-28,13,649,0.14021571648690292,Occasional
2073,2015-02-04,2015-06-18,9,135,0.4666666666666667,Occasional
2074,2014-08-27,2015-12-20,11,481,0.1600831600831601,Occasional
2075,2014-05-03,2015-01-20,6,263,0.1596958174904943,Occasional
2076,2014-01-14,2015-12-04,8,690,0.08115942028985508,Occasional
2077,2014-04-28,2015-05-15,15,383,0.2741514360313316,Occasional
2078,2014-05-14,2015-10-16,6,521,0.08061420345489444,Occasional
2079,2014-02-25,2015-07-19,14,510,0.19215686274509802,Occasional
2080,2014-07-23,2015-04-21,5,273,0.1282051282051282,Occasional
2081,2014-02-14,2015-01-22,10,343,0.20408163265306123,Occasional
2082,2014-10-10,2015-11-23,10,410,0.17073170731707318,Occasional
2083,2014-10-21,2015-11-07,12,383,0.21932114882506526,Occasional
2084,2014-10-11,2015-08-15,4,309,0.09061488673139158,Occasional
2085,2014-01-03,2015-04-22,8,475,0.11789473684210526,Occasional
2086,2014-01-08,2015-06-02,20,511,0.273972602739726,Occasional
2087,2014-06-29,2015-04-09,10,285,0.24561403508771928,Occasional
2088,2014-09-21,2015-02-09,5,142,0.24647887323943662,Occasional
2089,2014-05-03,2015-10-31,16,547,0.20475319926873858,Occasional
2091,2014-01-18,2015-10-19,11,640,0.1203125,Occasional
2092,2014-04-01,2015-11-06,17,585,0.20341880341880342,Occasional
2093,2014-02-16,2015-06-12,16,482,0.23236514522821575,Occasional
2094,2014-03-02,2014-05-07,6,67,0.6268656716417911,Monthly
2095,2015-04-06,2015-09-29,6,177,0.23728813559322035,Occasional
2096,2015-01-25,2015-01-25,2,1,14.0,Daily
2097,2014-03-14,2015-10-01,11,567,0.13580246913580246,Occasional
2098,2014-08-02,2014-10-20,7,80,0.6124999999999999,Monthly
2100,2014-03-20,2015-10-13,15,573,0.18324607329842932,Occasional
2101,2015-01-07,2015-12-20,11,348,0.22126436781609196,Occasional
2102,2014-07-21,2015-05-10,12,294,0.2857142857142857,Occasional
2103,2015-03-11,2015-03-11,2,1,14.0,Daily
2104,2014-07-02,2015-10-20,9,476,0.1323529411764706,Occasional
2105,2014-12-02,2015-01-21,5,51,0.6862745098039216,Monthly
2106,2014-01-20,2015-11-24,12,674,0.12462908011869435,Occasional
2107,2014-01-08,2015-11-27,19,689,0.193033381712627,Occasional
2108,2014-09-18,2015-10-01,7,379,0.12928759894459102,Occasional
2109,2014-03-21,2015-10-28,10,587,0.11925042589437819,Occasional
2110,2014-11-22,2015-07-29,8,250,0.224,Occasional
2111,2014-05-30,2015-02-25,8,272,0.2058823529411765,Occasional
2112,2014-06-03,2014-06-06,4,4,7.0,Weekly
2113,2014-09-19,2015-09-07,8,354,0.15819209039548024,Occasional
2114,2014-08-22,2015-11-06,6,442,0.09502262443438914,Occasional
2115,2014-09-19,2015-11-18,7,426,0.11502347417840376,Occasional
2116,2014-02-13,2015-08-29,4,563,0.0497335701598579,Occasional
2117,2015-03-28,2015-11-07,13,225,0.4044444444444444,Occasional
2118,2014-01-16,2015-07-18,5,549,0.06375227686703096,Occasional
2119,2014-07-06,2015-09-24,8,446,0.12556053811659193,Occasional
2120,2014-01-21,2015-10-07,14,625,0.1568,Occasional
2121,2014-04-22,2014-11-03,4,196,0.14285714285714285,Occasional
2122,2014-04-06,2015-04-07,10,367,0.19073569482288827,Occasional
2123,2014-06-06,2014-06-06,3,1,21.0,Daily
2125,2014-04-02,2015-06-25,6,450,0.09333333333333332,Occasional
2126,2014-04-27,2014-04-27,2,1,14.0,Daily
2127,2014-01-20,2015-11-19,12,669,0.12556053811659193,Occasional
2128,2015-02-11,2015-08-10,11,181,0.42541436464088395,Occasional
2129,2014-01-05,2015-08-11,16,584,0.1917808219178082,Occasional
2131,2014-02-18,2015-08-27,12,556,0.1510791366906475,Occasional
2132,2014-01-24,2014-12-19,11,330,0.2333333333333333,Occasional
2133,2014-04-27,2015-08-05,16,466,0.24034334763948498,Occasional
2134,2014-01-17,2015-09-26,7,618,0.07928802588996763,Occasional
2135,2014-02-15,2015-01-25,8,345,0.16231884057971016,Occasional
2136,2015-02-10,2015-02-10,2,1,14.0,Daily
2137,2014-01-19,2014-04-25,4,97,0.28865979381443296,Occasional
2138,2014-02-18,2015-03-04,18,380,0.3315789473684211,Occasional
2139,2014-02-10,2015-04-16,12,431,0.1948955916473318,Occasional
2140,2014-10-06,2015-12-30,6,451,0.09312638580931264,Occasional
2141,2014-02-21,2015-03-08,9,381,0.1653543307086614,Occasional
2142,2014-05-23,2015-06-25,19,399,0.3333333333333333,Occasional
2143,2014-12-17,2015-07-25,7,221,0.22171945701357465,Occasional
2144,2014-02-22,2015-01-05,10,318,0.220125786163522,Occasional
2145,2015-01-21,2015-12-12,5,326,0.10736196319018405,Occasional
2146,2014-05-30,2015-06-20,6,387,0.10852713178294573,Occasional
2147,2014-04-24,2015-11-12,9,568,0.11091549295774648,Occasional
2148,2014-01-13,2015-07-19,10,553,0.12658227848101267,Occasional
2149,2014-03-21,2015-05-23,9,429,0.14685314685314685,Occasional
2151,2014-04-11,2015-09-29,11,537,0.14338919925512106,Occasional
2152,2014-02-03,2015-09-03,12,578,0.1453287197231834,Occasional
2153,2014-02-14,2014-12-14,4,304,0.09210526315789473,Occasional
2154,2014-05-31,2015-03-15,11,289,0.2664359861591696,Occasional
2155,2014-06-03,2014-11-11,8,162,0.345679012345679,Occasional
2156,2014-02-15,2015-08-07,9,539,0.11688311688311688,Occasional
2157,2014-06-02,2015-10-29,11,515,0.14951456310679612,Occasional
2158,2014-06-23,2015-08-01,11,405,0.19012345679012346,Occasional
2159,2014-10-08,2015-07-17,8,283,0.1978798586572438,Occasional
2160,2014-01-15,2015-10-06,12,630,0.13333333333333333,Occasional
2161,2014-05-04,2014-09-24,4,144,0.19444444444444442,Occasional
2162,2014-03-24,2015-06-19,10,453,0.1545253863134658,Occasional
2164,2014-01-31,2015-11-24,25,663,0.26395173453996984,Occasional
2165,2014-09-27,2015-09-06,12,345,0.24347826086956523,Occasional
2166,2014-03-07,2015-12-10,15,644,0.16304347826086957,Occasional
2167,2015-03-14,2015-12-08,9,270,0.23333333333333334,Occasional
2168,2014-02-07,2015-11-25,7,657,0.0745814307458143,Occasional
2169,2014-02-05,2015-11-01,11,635,0.12125984251968505,Occasional
2170,2014-02-24,2015-06-18,10,480,0.14583333333333334,Occasional
2171,2015-03-31,2015-09-03,18,157,0.802547770700637,Monthly
2172,2014-06-21,2015-03-02,5,255,0.1372549019607843,Occasional
2173,2014-12-15,2015-08-11,4,240,0.11666666666666667,Occasional
2174,2014-01-05,2014-09-18,7,257,0.19066147859922178,Occasional
2175,2014-03-17,2015-03-06,13,355,0.2563380281690141,Occasional
2176,2014-05-14,2015-08-08,13,452,0.2013274336283186,Occasional
2177,2014-06-29,2014-10-02,6,96,0.4375,Occasional
2178,2014-01-26,2015-12-20,11,694,0.11095100864553314,Occasional
2179,2015-04-16,2015-04-16,4,1,28.0,Daily
2180,2014-09-27,2014-12-18,5,83,0.4216867469879518,Occasional
2181,2014-04-05,2015-06-23,7,445,0.1101123595505618,Occasional
2183,2014-06-07,2014-12-29,7,206,0.23786407766990292,Occasional
2184,2014-05-19,2015-12-07,24,568,0.29577464788732394,Occasional
2185,2014-04-01,2015-10-11,11,559,0.13774597495527727,Occasional
2186,2014-04-12,2015-09-01,20,508,0.2755905511811024,Occasional
2187,2014-08-22,2015-08-16,6,360,0.11666666666666667,Occasional
2188,2014-10-08,2015-11-28,10,417,0.16786570743405277,Occasional
2190,2015-05-14,2015-10-11,6,151,0.2781456953642384,Occasional
2191,2014-10-22,2015-11-10,10,385,0.18181818181818182,Occasional
2192,2014-11-21,2015-02-10,5,82,0.426829268292683,Occasional
2193,2014-01-05,2015-09-30,27,634,0.29810725552050477,Occasional
2194,2014-06-06,2015-06-05,15,365,0.2876712328767123,Occasional
2195,2014-03-08,2015-07-10,8,490,0.11428571428571428,Occasional
2196,2014-02-12,2015-10-09,14,605,0.16198347107438016,Occasional
2197,2014-07-06,2014-07-06,2,1,14.0,Daily
2198,2014-08-10,2014-08-10,2,1,14.0,Daily
2199,2014-01-30,2014-06-02,4,124,0.22580645161290322,Occasional
2200,2015-03-08,2015-10-10,10,217,0.3225806451612903,Occasional
2201,2014-02-04,2015-05-22,14,473,0.20718816067653278,Occasional
2202,2014-01-02,2015-09-28,13,635,0.14330708661417324,Occasional
2203,2015-06-27,2015-06-27,2,1,14.0,Daily
2204,2014-04-02,2015-09-27,12,544,0.15441176470588236,Occasional
2205,2014-10-28,2015-03-07,8,131,0.42748091603053434,Occasional
2206,2014-06-24,2015-10-17,7,481,0.10187110187110188,Occasional
2207,2014-02-08,2015-04-08,8,425,0.13176470588235295,Occasional
2208,2015-07-30,2015-07-30,8,1,56.0,Daily
2209,2014-08-25,2015-10-03,14,405,0.24197530864197533,Occasional
2210,2014-12-30,2015-09-25,19,270,0.49259259259259264,Occasional
2211,2015-01-01,2015-11-29,13,333,0.2732732732732733,Occasional
2212,2014-06-08,2015-10-28,12,508,0.16535433070866143,Occasional
2213,2014-08-25,2014-08-25,2,1,14.0,Daily
2214,2015-01-19,2015-01-19,4,1,28.0,Daily
2215,2014-02-02,2015-11-26,14,663,0.1478129713423831,Occasional
2216,2015-11-17,2015-11-17,2,1,14.0,Daily
2217,2014-04-24,2015-12-02,8,588,0.09523809523809523,Occasional
2218,2014-05-13,2015-07-02,13,416,0.21875,Occasional
2219,2014-05-30,2015-04-17,6,323,0.13003095975232198,Occasional
2220,2015-01-07,2015-08-04,6,210,0.2,Occasional
2221,2014-06-21,2015-12-18,6,546,0.07692307692307693,Occasional
2222,2014-02-13,2015-12-28,19,684,0.19444444444444445,Occasional
2225,2014-09-29,2015-04-28,10,212,0.33018867924528306,Occasional
2226,2014-01-01,2015-03-09,13,433,0.21016166281755197,Occasional
2227,2015-06-07,2015-06-20,5,14,2.5,Weekly
2228,2014-10-25,2015-05-30,4,218,0.12844036697247707,Occasional
2229,2014-07-24,2015-12-22,22,517,0.2978723404255319,Occasional
2230,2014-07-14,2015-05-28,18,319,0.3949843260188088,Occasional
2231,2014-03-27,2015-12-03,15,617,0.17017828200972449,Occasional
2232,2014-01-25,2015-05-06,14,467,0.2098501070663812,Occasional
2233,2014-04-24,2015-08-28,9,492,0.12804878048780488,Occasional
2234,2014-04-13,2015-12-24,21,621,0.23671497584541065,Occasional
2235,2014-10-10,2015-10-25,13,381,0.23884514435695536,Occasional
2236,2014-01-07,2015-02-03,14,393,0.24936386768447835,Occasional
2237,2014-01-01,2015-02-09,9,405,0.15555555555555556,Occasional
2238,2014-01-05,2015-12-06,13,701,0.12981455064194009,Occasional
2239,2014-11-23,2015-12-13,12,386,0.21761658031088082,Occasional
2240,2014-10-02,2015-12-01,12,426,0.1971830985915493,Occasional
2241,2014-01-22,2015-10-18,9,635,0.09921259842519686,Occasional
2242,2014-02-04,2015-06-05,12,487,0.17248459958932238,Occasional
2243,2014-10-01,2015-09-15,10,350,0.2,Occasional
2244,2014-01-19,2015-03-29,15,435,0.24137931034482757,Occasional
2245,2014-02-19,2015-05-15,8,451,0.12416851441241684,Occasional
2246,2014-01-21,2015-08-29,5,586,0.05972696245733789,Occasional
2247,2014-08-11,2015-05-31,11,294,0.2619047619047619,Occasional
2248,2015-03-17,2015-03-17,2,1,14.0,Daily
2249,2015-01-22,2015-05-29,4,128,0.21875,Occasional
2250,2015-10-04,2015-10-15,8,12,4.666666666666667,Weekly
2251,2014-02-06,2015-06-23,16,503,0.22266401590457255,Occasional
2252,2014-03-10,2015-10-08,21,578,0.25432525951557095,Occasional
2253,2014-12-16,2015-07-21,6,218,0.1926605504587156,Occasional
2254,2014-01-30,2015-01-24,12,360,0.23333333333333334,Occasional
2255,2014-04-21,2015-12-18,12,607,0.1383855024711697,Occasional
2256,2014-08-02,2015-08-21,9,385,0.16363636363636364,Occasional
2257,2014-06-27,2015-05-15,8,323,0.17337461300309595,Occasional
2258,2014-01-21,2014-10-19,7,272,0.18014705882352944,Occasional
2259,2014-01-25,2014-06-16,7,143,0.34265734265734266,Occasional
2260,2015-06-27,2015-10-30,8,126,0.4444444444444444,Occasional
2261,2014-01-21,2015-06-29,13,525,0.17333333333333334,Occasional
2262,2014-09-10,2015-11-04,10,421,0.166270783847981,Occasional
2263,2015-07-02,2015-07-02,2,1,14.0,Daily
2264,2014-07-22,2015-01-12,8,175,0.32,Occasional
2265,2015-06-13,2015-09-25,14,105,0.9333333333333333,Monthly
2266,2014-08-30,2015-09-30,9,397,0.15869017632241814,Occasional
2267,2014-06-10,2015-11-11,15,520,0.2019230769230769,Occasional
2269,2014-01-05,2015-09-20,6,624,0.0673076923076923,Occasional
2270,2014-12-18,2015-09-30,22,287,0.5365853658536586,Monthly
2271,2014-02-03,2015-11-20,31,656,0.3307926829268293,Occasional
2272,2014-06-05,2015-09-05,13,458,0.19868995633187772,Occasional
2273,2014-08-14,2015-11-27,14,471,0.20806794055201697,Occasional
2274,2014-02-22,2015-01-05,11,318,0.24213836477987422,Occasional
2275,2015-05-19,2015-08-02,4,76,0.3684210526315789,Occasional
2276,2014-07-25,2015-01-11,7,171,0.2865497076023392,Occasional
2277,2014-03-13,2015-01-18,7,312,0.15705128205128205,Occasional
2278,2014-03-15,2015-08-10,6,514,0.08171206225680934,Occasional
2279,2014-01-03,2014-11-25,8,327,0.1712538226299694,Occasional
2280,2014-12-11,2015-01-11,4,32,0.875,Monthly
2281,2015-10-27,2015-10-27,2,1,14.0,Daily
2282,2015-05-11,2015-05-11,3,1,21.0,Daily
2283,2014-11-22,2015-01-18,7,58,0.8448275862068965,Monthly
2284,2014-01-06,2015-03-18,13,437,0.20823798627002288,Occasional
2285,2014-07-06,2015-12-16,4,529,0.052930056710775046,Occasional
2286,2015-06-19,2015-12-04,6,169,0.2485207100591716,Occasional
2287,2014-05-04,2015-12-16,8,592,0.0945945945945946,Occasional
2288,2014-10-16,2015-05-31,12,228,0.368421052631579,Occasional
2289,2014-02-05,2015-11-04,16,638,0.1755485893416928,Occasional
2290,2014-12-23,2015-09-10,11,262,0.29389312977099236,Occasional
2291,2014-03-26,2015-09-20,12,544,0.15441176470588236,Occasional
2292,2015-03-25,2015-03-25,2,1,14.0,Daily
2293,2014-03-31,2015-12-19,19,629,0.21144674085850557,Occasional
2294,2014-01-08,2015-09-23,23,624,0.25801282051282054,Occasional
2295,2014-06-13,2015-12-28,10,564,0.12411347517730496,Occasional
2296,2014-06-12,2014-06-12,2,1,14.0,Daily
2297,2015-03-01,2015-03-01,2,1,14.0,Daily
2298,2014-04-12,2015-10-06,20,543,0.2578268876611418,Occasional
2299,2014-04-04,2015-11-10,8,586,0.09556313993174062,Occasional
2300,2014-03-16,2015-09-19,10,553,0.12658227848101267,Occasional
2301,2014-04-23,2015-12-24,9,611,0.10310965630114566,Occasional
2302,2014-01-29,2014-01-29,2,1,14.0,Daily
2303,2014-01-31,2014-07-30,6,181,0.23204419889502761,Occasional
2304,2015-07-01,2015-07-01,2,1,14.0,Daily
2305,2014-10-18,2015-09-28,7,346,0.14161849710982657,Occasional
2306,2014-02-26,2015-10-09,13,591,0.15397631133671744,Occasional
2307,2014-04-25,2015-06-29,11,431,0.17865429234338748,Occasional
2308,2014-04-13,2014-09-10,6,151,0.2781456953642384,Occasional
2309,2014-04-17,2015-12-29,12,622,0.135048231511254,Occasional
2310,2014-03-21,2015-03-24,16,369,0.3035230352303523,Occasional
2311,2014-02-01,2015-11-01,18,639,0.19718309859154928,Occasional
2312,2014-02-14,2015-05-15,9,456,0.13815789473684212,Occasional
2313,2014-05-02,2015-02-18,5,293,0.11945392491467578,Occasional
2314,2014-02-09,2015-11-25,10,655,0.10687022900763359,Occasional
2315,2014-02-20,2015-12-20,14,669,0.14648729446935727,Occasional
2316,2014-02-17,2015-06-08,6,477,0.08805031446540881,Occasional
2318,2014-12-10,2015-01-16,6,38,1.1052631578947367,Monthly
2319,2014-11-05,2015-05-10,7,187,0.2620320855614973,Occasional
2320,2014-02-05,2014-12-08,10,307,0.22801302931596093,Occasional
2321,2014-02-06,2015-06-16,13,496,0.18346774193548385,Occasional
2322,2014-01-19,2014-02-15,4,28,1.0,Monthly
2323,2014-09-06,2014-12-27,6,113,0.37168141592920356,Occasional
2324,2014-04-15,2015-08-18,6,491,0.0855397148676171,Occasional
2325,2014-01-20,2015-04-16,15,452,0.2323008849557522,Occasional
2326,2015-07-16,2015-11-29,9,137,0.4598540145985401,Occasional
2327,2015-03-18,2015-12-08,10,266,0.2631578947368421,Occasional
2328,2014-01-22,2015-02-22,7,397,0.1234256926952141,Occasional
2329,2014-05-28,2015-07-15,4,414,0.06763285024154589,Occasional
2330,2014-10-08,2014-11-05,4,29,0.9655172413793103,Monthly
2331,2014-04-08,2015-11-28,13,600,0.15166666666666667,Occasional
2332,2014-01-16,2015-12-15,13,699,0.1301859799713877,Occasional
2334,2014-02-03,2014-03-02,5,28,1.25,Monthly
2335,2015-01-13,2015-07-23,5,192,0.18229166666666669,Occasional
2336,2014-01-28,2015-10-07,11,618,0.12459546925566342,Occasional
2337,2014-02-25,2015-08-15,13,537,0.16945996275605216,Occasional
2338,2014-03-11,2015-12-08,11,638,0.1206896551724138,Occasional
2339,2014-01-28,2014-05-20,10,113,0.6194690265486726,Monthly
2340,2014-01-17,2015-11-28,18,681,0.18502202643171806,Occasional
2341,2014-01-23,2014-12-22,10,334,0.20958083832335328,Occasional
2342,2014-11-26,2014-12-19,4,24,1.1666666666666667,Monthly
2343,2014-04-06,2015-05-30,9,420,0.15,Occasional
2344,2014-02-22,2015-12-17,25,664,0.2635542168674699,Occasional
2345,2014-06-09,2015-12-17,10,557,0.12567324955116696,Occasional
2346,2014-03-22,2015-09-17,15,545,0.19266055045871558,Occasional
2347,2014-01-15,2015-01-27,4,378,0.07407407407407407,Occasional
2348,2014-07-23,2015-12-11,18,507,0.2485207100591716,Occasional
2349,2014-03-14,2015-07-17,16,491,0.22810590631364563,Occasional
2350,2014-04-03,2014-05-30,4,58,0.48275862068965514,Occasional
2351,2014-01-01,2015-01-06,6,371,0.11320754716981132,Occasional
2352,2014-03-27,2015-05-05,6,405,0.10370370370370371,Occasional
2353,2014-01-18,2015-05-02,9,470,0.13404255319148936,Occasional
2354,2014-01-06,2014-08-20,6,227,0.18502202643171806,Occasional
2355,2014-01-15,2015-07-24,12,556,0.1510791366906475,Occasional
2356,2014-04-21,2015-08-31,14,498,0.19678714859437751,Occasional
2357,2014-05-25,2015-09-23,20,487,0.2874743326488706,Occasional
2358,2014-06-26,2015-12-15,9,538,0.11710037174721188,Occasional
2359,2014-07-05,2015-08-28,13,420,0.21666666666666667,Occasional
2360,2014-07-09,2015-02-18,6,225,0.18666666666666665,Occasional
2361,2014-01-04,2015-10-03,10,638,0.109717868338558,Occasional
2362,2014-04-05,2015-11-23,14,598,0.16387959866220736,Occasional
2363,2014-12-03,2015-10-25,11,327,0.23547400611620795,Occasional
2364,2014-07-23,2015-09-08,15,413,0.2542372881355932,Occasional
2365,2014-06-02,2015-06-21,17,385,0.3090909090909091,Occasional
2366,2014-10-07,2015-08-18,13,316,0.2879746835443038,Occasional
2368,2015-11-11,2015-11-11,8,1,56.0,Daily
2369,2014-01-07,2015-10-17,8,649,0.08628659476117104,Occasional
2370,2014-07-27,2015-09-12,19,413,0.3220338983050847,Occasional
2371,2014-05-22,2015-08-30,6,466,0.09012875536480687,Occasional
2372,2014-10-10,2015-09-03,6,329,0.1276595744680851,Occasional
2373,2014-08-22,2014-08-22,2,1,14.0,Daily
2374,2014-05-14,2015-06-23,14,406,0.2413793103448276,Occasional
2375,2014-03-25,2015-12-09,11,625,0.12319999999999999,Occasional
2376,2014-06-15,2015-05-28,8,348,0.16091954022988506,Occasional
2377,2014-02-13,2015-04-16,5,428,0.08177570093457943,Occasional
2378,2015-04-15,2015-04-15,4,1,28.0,Daily
2379,2014-06-01,2015-09-19,6,476,0.08823529411764706,Occasional
2380,2014-04-05,2015-10-09,16,553,0.20253164556962025,Occasional
2381,2014-04-27,2015-05-17,19,386,0.344559585492228,Occasional
2383,2014-01-13,2015-10-05,12,631,0.133122028526149,Occasional
2384,2014-01-14,2015-01-02,6,354,0.11864406779661017,Occasional
2386,2015-01-03,2015-12-05,12,337,0.2492581602373887,Occasional
2387,2014-03-11,2014-03-11,2,1,14.0,Daily
2388,2014-02-20,2014-11-19,8,273,0.20512820512820512,Occasional
2389,2014-01-27,2015-11-13,16,656,0.17073170731707318,Occasional
2390,2014-01-18,2015-08-21,14,581,0.1686746987951807,Occasional
2391,2014-01-18,2015-12-05,15,687,0.15283842794759825,Occasional
2392,2015-03-23,2015-12-15,7,268,0.1828358208955224,Occasional
2393,2014-03-22,2015-04-17,14,392,0.25,Occasional
2394,2014-02-24,2015-11-22,29,637,0.31868131868131866,Occasional
2395,2014-06-04,2014-11-17,5,167,0.20958083832335328,Occasional
2396,2014-04-12,2014-08-21,11,132,0.5833333333333334,Monthly
2397,2015-06-23,2015-10-04,6,104,0.40384615384615385,Occasional
2398,2014-06-18,2015-01-08,7,205,0.23902439024390246,Occasional
2399,2014-03-26,2015-02-12,11,324,0.23765432098765432,Occasional
2400,2014-03-08,2015-03-22,12,380,0.22105263157894736,Occasional
2401,2014-02-28,2015-12-19,10,660,0.10606060606060605,Occasional
2402,2014-04-16,2015-09-06,10,509,0.137524557956778,Occasional
2403,2014-04-14,2015-12-01,13,597,0.15242881072026798,Occasional
2404,2014-10-22,2015-10-15,11,359,0.21448467966573817,Occasional
2406,2014-03-12,2015-12-07,17,636,0.1871069182389937,Occasional
2407,2014-01-08,2015-03-10,10,427,0.16393442622950818,Occasional
2408,2014-05-28,2015-09-09,21,470,0.3127659574468085,Occasional
2410,2014-12-06,2015-11-21,11,351,0.21937321937321935,Occasional
